hotel_ID,hotel_name,address,city,Capacity,Rating,Description,photourl
144,Hotel Ista Hyderabad,"""Plot No-7, Road No. 2I.T. Park, Nanakramguda, Gachibowali, Hyderabad - 500019, ANDHRA PRADESH""",ANDHRA PRADESH,157,1.7,Sample description for Hotel Ista Hyderabad,https://example.com/photo144
145,Hotel Novotel Hyderabad,"""Novoel & HIVV Complex, Near Hitech City , P.O Bag No-1101, Cyberabad Post Office, Hyderabad, ANDHRA PRADESH""",ANDHRA PRADESH,288,2.8,Sample description for Hotel Novotel Hyderabad,https://example.com/photo145
146,Novotel Hyderabad Airport ,"""GMR Hyderabad International Airport Ltd., Rajiv Gandhi International Airport Shamshabad, Ranga Reddy Dist , ANDHRA PRADESH""",ANDHRA PRADESH,305,3.1,Sample description for Novotel Hyderabad Airport ,https://example.com/photo146
147,The Gateway Hotel ,"""Beach Road, Visakhapatnam , ANDHRA PRADESH""",ANDHRA PRADESH,95,4.3,Sample description for The Gateway Hotel ,https://example.com/photo147
148,Taj Deccan - Hyderabad,"""Road No.1Banjara Hills, Hyderabad - 34, ANDHRA PRADESH""",ANDHRA PRADESH,151,2.1,Sample description for Taj Deccan - Hyderabad,https://example.com/photo148
149,Leo Meridian Infrastructure,"""Bommaraspet (Village)Shamirpet Mandal, Ranga Reddy District, ANDHRA PRADESH""",ANDHRA PRADESH,88,3.0,Sample description for Leo Meridian Infrastructure,https://example.com/photo149
150,Hotel Mountview,"""Sector 10, Chandigarh, CHANDIGARH""",CHANDIGARH,155,2.2,Sample description for Hotel Mountview,https://example.com/photo150
151,Hotel Crowne Plaza Today,"""Plot No. 1Community Centre, Phase 1, Okhla, New Delhi - 110 020, DELHI""",DELHI,208,3.9,Sample description for Hotel Crowne Plaza Today,https://example.com/photo151
152,Vivanta by Taj Ambassador,"""Sujan Singh ParkCornwallis Road, New Delhi - 110003, DELHI""",DELHI,88,2.9,Sample description for Vivanta by Taj Ambassador,https://example.com/photo152
153,Fortune Select Regina ,"""376, Off. Fort Aquada Road , Candolim , GOA""",GOA,102,4.0,Sample description for Fortune Select Regina ,https://example.com/photo153
154,Bogmallo Beach Resort,"""P.O. Bogmallo, Goa - 403806, GOA""",GOA,126,1.8,Sample description for Bogmallo Beach Resort,https://example.com/photo154
155,DEVAAYA AYURVEDA SPA RESORT ,"""DIWAR, ILHAS ,GOA , GOA""",GOA,57,3.5,Sample description for DEVAAYA AYURVEDA SPA RESORT ,https://example.com/photo155
156,Holiday Inn Resort,"""Mobor Beach Cavelossim Salcete,Goa, GOA""",GOA,203,2.4,Sample description for Holiday Inn Resort,https://example.com/photo156
157,The Crown Goa,"""(A unit of Vision Enterprises) Bairo Alto Dos Pilotos, Goa, GOA""",GOA,43,4.5,Sample description for The Crown Goa,https://example.com/photo157
158,Hotel Neo Majestic,"""Plot No. 104/1APorvorim, North Goa, GOA""",GOA,50,4.7,Sample description for Hotel Neo Majestic,https://example.com/photo158
159,The Kenilworth Beach Resort & Spa,"""Utorda, Salcete - 403 713, GOA""",GOA,104,1.9,Sample description for The Kenilworth Beach Resort & Spa,https://example.com/photo159
160,Hotel La Calypso Get Aways.,"""Saunta Vaddo, Baga Calangute Road, Calanguta VPBardez Goa, GOA""",GOA,14,3.0,Sample description for Hotel La Calypso Get Aways.,https://example.com/photo160
161,"The ""O""","""S. No. 114/1Next to Kingfisher Villa, Condolim, Bardez - 403515, GOA""",GOA,75,4.1,"Sample description for The ""O""",https://example.com/photo161
162,Sun-n-Sand Hotel,"""Bairo Alto Dos PilotosJose Falcao Road, Panjim, GOA""",GOA,43,3.3,Sample description for Sun-n-Sand Hotel,https://example.com/photo162
163,The Imperial Palace ,"""Dr Yagnik Road , Rajkot , GUJARAT""",GUJARAT,80,1.5,Sample description for The Imperial Palace ,https://example.com/photo163
164,Le Meridien,"""C/o. Associated Hotels Pvt. Ltd. Chand Suraj Estate Near Nehru Bridge, Khanpur, Ahmedabad, GUJARAT""",GUJARAT,63,2.7,Sample description for Le Meridien,https://example.com/photo164
165,The Gateway Hotel Ummed,"""International Airport CircleNext to Army Cantonment, Hansol, Ahmedabad - 382 475, GUJARAT""",GUJARAT,91,2.9,Sample description for The Gateway Hotel Ummed,https://example.com/photo165
166,The Galaxy Hotel,"""NH-8Sector-15, Part-II, Gurgaon - 122001, HARYANA""",HARYANA,80,4.6,Sample description for The Galaxy Hotel,https://example.com/photo166
167,THE CHANCERY PAVILION,"""ELIXIR ENTERPRISES & HOTELS PVT LTD., NO-135, RESIDENCY ROAD, BANGALORE, KARNATAKA""",KARNATAKA,170,2.5,Sample description for THE CHANCERY PAVILION,https://example.com/photo167
168,The Zuri - Whitefield,"""Rajpalya Hoodi - RoadWhitefield, Bengaluru - 560048, KARNATAKA""",KARNATAKA,162,1.1,Sample description for The Zuri - Whitefield,https://example.com/photo168
169,Fortune Park J. P. Palace,"""No.-3 Abba RoadNazarabad Mohalla, Mysore, KARNATAKA""",KARNATAKA,108,1.9,Sample description for Fortune Park J. P. Palace,https://example.com/photo169
170,Hotel Le Meridien - Bangalore,"""No. 28, Sankey RoadP.B. No. 174, Bangalore - 560052, KARNATAKA""",KARNATAKA,195,3.0,Sample description for Hotel Le Meridien - Bangalore,https://example.com/photo170
171,Movenpick Hotel & Spa Bangalore,"""115 Pipeline Road near BEL CircleGokula Extension, Bangalore, KARNATAKA""",KARNATAKA,262,2.6,Sample description for Movenpick Hotel & Spa Bangalore,https://example.com/photo171
172,Club Mahindra Lakeview,"""Munner, Chinnakanal VillageVia: Suryanelli, Idukki District - 685618, KERALA""", KERALA,38,4.4,Sample description for Club Mahindra Lakeview,https://example.com/photo172
173,The Quilon Beach Hotel,"""Beach Kollam-691001, Kollam, KERALA""", KERALA,95,1.1,Sample description for The Quilon Beach Hotel,https://example.com/photo173
174,The Elephant Court,"""Off Kumily - Thekkady RoadThekkady P.O., Kumily - 685 536, Idukki District, KERALA""", KERALA,64,4.3,Sample description for The Elephant Court,https://example.com/photo174
175,Turtle On The Beach,"""VPI/43ITDC Road, Kovalam, Trivandrum - 685 527, KERALA""", KERALA,44,2.0,Sample description for Turtle On The Beach,https://example.com/photo175
176,Casino Hotel,"""Willingdon Island, Cochin - 682 003, KERALA""", KERALA,67,3.1,Sample description for Casino Hotel,https://example.com/photo176
177,"Trident, Cochin","""Bristow RoadWillingdon Island, Cochin - 682003, KERALA""", KERALA,85,2.6,"Sample description for Trident, Cochin",https://example.com/photo177
178,The Gateway Hotel -Ernakulam,"""Marine DriveErnakulam, Kochi - 682 011, KERALA""", KERALA,108,4.8,Sample description for The Gateway Hotel -Ernakulam,https://example.com/photo178
179,Kadavu Resort & Ayurveda Centre,"""NH-17, Calicut Bye Pass Road, Azhijilam P.O., near Feroke CollegeCalicut - 673632, (A Division of Yenkay complex Pvt. Ltd.), KERALA""", KERALA,72,1.4,Sample description for Kadavu Resort & Ayurveda Centre,https://example.com/photo179
180,The Muthoot Plaza Hotel,"""Punnen Road, Thiruvananthapuram - 695039, KERALA""", KERALA,57,2.0,Sample description for The Muthoot Plaza Hotel,https://example.com/photo180
181,Taj Residency - Trivandrum,"""T.C. No. 24/1987 (2)C.V. Raman Pillai Road, Thyeaud, Thiruvananthapuram - 695014, KERALA""", KERALA,137,2.2,Sample description for Taj Residency - Trivandrum,https://example.com/photo181
182,Hotel Ramada -  Khajuraho,"""(Owned By Jagdish Shanti Hotel Pvt. Ltd.)Airport Road, Khajuraho - 471606, MADHYA PRADESH""",MADHYA PRADESH,82,2.6,Sample description for Hotel Ramada -  Khajuraho,https://example.com/photo182
183,Radisson Jass Hotel,"""By Pass RoadKhajuraho, Dist Chattarpur, MADHYA PRADESH""",MADHYA PRADESH,90,1.5,Sample description for Radisson Jass Hotel,https://example.com/photo183
184,Grand Sarovar Premiere,"""Junction of Veer Savarkar Flyover &S.V. Road, Goregaon (West)-400062, MAHARASHTRA""",MAHARASHTRA,98,3.9,Sample description for Grand Sarovar Premiere,https://example.com/photo184
185,Hotel Meluha,"""Building 7, Sector-V, Central Avenue Hiranandani Gardens Powai, Mumbai, MAHARASHTRA""",MAHARASHTRA,141,2.3,Sample description for Hotel Meluha,https://example.com/photo185
186,Hotel Tunga Regency Pvt.Ltd. ,"""PLOT NO-37, SECTOR 30-A, VASHI , NAVI MUMBAI , Mumbai , MAHARASHTRA""",MAHARASHTRA,92,1.9,Sample description for Hotel Tunga Regency Pvt.Ltd. ,https://example.com/photo186
187,Ramada Plaza Palm Grove,"""Juhu Beach, Mumbai - 400049, MAHARASHTRA""",MAHARASHTRA,115,1.3,Sample description for Ramada Plaza Palm Grove,https://example.com/photo187
188,The Shalimar Hotel ,"""August Kranti Marg , Mumbai , MAHARASHTRA""",MAHARASHTRA,65,3.6,Sample description for The Shalimar Hotel ,https://example.com/photo188
189,THE PRIDE HOTEL ,"""OPP. AIRPORT WARDHA ROAD , Nagpur , MAHARASHTRA""",MAHARASHTRA,93,2.2,Sample description for THE PRIDE HOTEL ,https://example.com/photo189
190,Four Points By Sheraton,"""S.No.197/3, Nagar Road,Viman Nagar, Pune, MAHARASHTRA""",MAHARASHTRA,246,1.8,Sample description for Four Points By Sheraton,https://example.com/photo190
191,Taj Blue Diamond,"""11Koregaon Road, Pune - 411001, MAHARASHTRA""",MAHARASHTRA,110,4.7,Sample description for Taj Blue Diamond,https://example.com/photo191
192,The O Hotel,"""Survey No.371Final Plot No.293, Koregaon, Pune - 411001, MAHARASHTRA""",MAHARASHTRA,111,3.5,Sample description for The O Hotel,https://example.com/photo192
193,Taj Residency - Aurangabad,"""8-N-12CIDCO RAUZA BAGH, Aurangabad, MAHARASHTRA""",MAHARASHTRA,64,2.3,Sample description for Taj Residency - Aurangabad,https://example.com/photo193
194,Hotel Sea Princess ,"""969 Juhu Beach , Mumbai , MAHARASHTRA""",MAHARASHTRA,108,5.0,Sample description for Hotel Sea Princess ,https://example.com/photo194
195,The Gateway Hotel,"""P-17, MIDC Ambad MumbaiMumbai - Agra Road, Nashik, MAHARASHTRA""",MAHARASHTRA,70,4.1,Sample description for The Gateway Hotel,https://example.com/photo195
196,Hotel Parc Estique,"""Viman NagarNagar Road, Pune - 411014, MAHARASHTRA""",MAHARASHTRA,116,2.5,Sample description for Hotel Parc Estique,https://example.com/photo196
197,Radisson Windsor Hotel ,"""Windsor Fountain G.T. Road, Near BMC Chowk , Jalandhar , PUNJAB""",PUNJAB,62,2.1,Sample description for Radisson Windsor Hotel ,https://example.com/photo197
198,Majestic Park Plaza ,"""P.O. BOX NO 333 BHAI BALA CHOWK, FEROZEPUR ROAD. , Ludhiana , PUNJAB""",PUNJAB,117,2.1,Sample description for Majestic Park Plaza ,https://example.com/photo198
199,Hotel Mansingh,"""Sansar Chandra Road, Jaipur, RAJASTHAN""",RAJASTHAN,95,2.8,Sample description for Hotel Mansingh,https://example.com/photo199
200,"Hotel Trident, Jaipur","""Amber Fort RoadOpp. Jal Mahal, Jaipur, RAJASTHAN""",RAJASTHAN,134,3.6,"Sample description for Hotel Trident, Jaipur",https://example.com/photo200
201,Fortune Select Metropolitan - Jaipur,"""Fortune Select Metropolitan, Nehru Sahkar Bhawan,C-Scheme, Bias Godam Circle, Jaipur, RAJASTHAN""",RAJASTHAN,90,2.8,Sample description for Fortune Select Metropolitan - Jaipur,https://example.com/photo201
202,Chokhi Dhani,"""The Ethntic Village Resort12 Miles, Via Vatika, Tonk Road, Jaipur - 303905, RAJASTHAN""",RAJASTHAN,97,1.7,Sample description for Chokhi Dhani,https://example.com/photo202
203,Inder Residency,"""(A Unit of Seasons Hotels Pvt. Ltd.)Goverdhan Vilas, Shikarbadi Road, Ekling Nagar, Udaipur - 313 001, RAJASTHAN""",RAJASTHAN,144,4.8,Sample description for Inder Residency,https://example.com/photo203
204,Denzong Regency,"""Cherry Banks,Development Area, Gangtok, SIKKIM""",SIKKIM,25,4.1,Sample description for Denzong Regency,https://example.com/photo204
205,The Gateway Hotel Pasumalai Madurai,"""(formerly known as Taj Garden Retreat Madurai)40 T.P.K. Road, Pasumalai, Madurai - 625 004, TAMIL NADU""",TAMIL NADU,63,3.0,Sample description for The Gateway Hotel Pasumalai Madurai,https://example.com/photo205
206,Radisson Hotel GRT,"""G S T Road St Thomas Mount Chennai, Chennai, TAMIL NADU""",TAMIL NADU,101,1.4,Sample description for Radisson Hotel GRT,https://example.com/photo206
207,Trident - Chennai,"""1/24, GST RoadMeenambakkam, TAMIL NADU""",TAMIL NADU,167,4.1,Sample description for Trident - Chennai,https://example.com/photo207
208,Hotel Clarks Shiraz,"""54Taj Road, Agra - 282001, UTTAR PRADESH""",UTTAR PRADESH,237,2.8,Sample description for Hotel Clarks Shiraz,https://example.com/photo208
209,Hotel Trident - Agra,"""Fatehabad Road, Agra, UTTAR PRADESH""",UTTAR PRADESH,138,2.8,Sample description for Hotel Trident - Agra,https://example.com/photo209
210,Country Inn & Suites by Carlson.,"""64/6, Site - IVSahibabad, (Distt. Ghaziabad) - 201 010, UTTAR PRADESH""",UTTAR PRADESH,216,4.1,Sample description for Country Inn & Suites by Carlson.,https://example.com/photo210
211,Radisson Hotel Varanasi,"""The Mall Cantonment, Varanasi Uttar Pradesh, Varanasi, UTTAR PRADESH""",UTTAR PRADESH,116,1.5,Sample description for Radisson Hotel Varanasi,https://example.com/photo211
212,"The Gateway Hotel, Agra","""Taj GanjFatehabad Road, Agra - 282001, UTTAR PRADESH""",UTTAR PRADESH,100,3.6,"Sample description for The Gateway Hotel, Agra",https://example.com/photo212
213,Hotel Hindusthan International,"""235/1A.J.C. Bose Road, Kolkata - 700020, WEST BENGAL""",WEST BENGAL,184,1.3,Sample description for Hotel Hindusthan International,https://example.com/photo213
214,Swissotel Kolkata Neotia Vista,"""M/s Swissotel Kolkata Neotia Vista City Center New Town Action Area 2/DPlot No. 11/5 New Town Rajarhat, Kolkata, WEST BENGAL""",WEST BENGAL,147,2.9,Sample description for Swissotel Kolkata Neotia Vista,https://example.com/photo214
215,The Golkonda,"""(A Unit of Golkonda Hospitality Services & REsorts Ltd.) 10-1-124Masab Tank, Hyderabad, ANDHRA PRADESH""",ANDHRA PRADESH,94,2.9,Sample description for The Golkonda,https://example.com/photo215
216,Palm Beach Hotel,"""Beach Road, Visakhapatnam - 530 023, ANDHRA PRADESH""",ANDHRA PRADESH,44,3.1,Sample description for Palm Beach Hotel,https://example.com/photo216
217,QUALITY INN DV MANOR,"""40-1-47, M.G.ROADVENKATESHWARA PURAM, Vijayawada, ANDHRA PRADESH""",ANDHRA PRADESH,115,1.3,Sample description for QUALITY INN DV MANOR,https://example.com/photo217
218,Best Western Amrutha Castle,"""5-9-16, SaifabadOpp. Secretariat, Hyderabad - 500063, ANDHRA PRADESH""",ANDHRA PRADESH,90,5.0,Sample description for Best Western Amrutha Castle,https://example.com/photo218
219,Hotel Green Park,"""(A Division of Diana Hotels Ltd.)7-1-26, Greenlands, Begumpet, Hyderabad - 500016, ANDHRA PRADESH""",ANDHRA PRADESH,149,2.0,Sample description for Hotel Green Park,https://example.com/photo219
220,Hotel Raj Mahal,"""A.T. RoadPaltan Bazar, Guwahati - 781001, ASSAM""",ASSAM,71,3.0,Sample description for Hotel Raj Mahal,https://example.com/photo220
221,Hotel Natraj,"""H.S. Road, Dibrugarh - 786001, ASSAM""",ASSAM,20,2.0,Sample description for Hotel Natraj,https://example.com/photo221
222,Hotel The Royal Plaza,"""(A Unit of Hotel Queen Road Pvt. Ltd.)19, Ashoka Road, New Delhi-110001, DELHI""",DELHI,419,4.0,Sample description for Hotel The Royal Plaza,https://example.com/photo222
223,Hotel City Park,"""3/4, K/P BLOCK PITAMPURA, New Delhi, DELHI""",DELHI,58,1.6,Sample description for Hotel City Park,https://example.com/photo223
224,Hotel Diplomat,"""9, Sardar Patel MargDiplomatic Enclave, New Delhi, DELHI""",DELHI,25,2.9,Sample description for Hotel Diplomat,https://example.com/photo224
225,Maidens Hotel,"""7Sham Nath Marg, New Delhi - 110054, DELHI""",DELHI,55,5.0,Sample description for Maidens Hotel,https://example.com/photo225
226,The Connaught,"""37Shaheed Bhagat Singh Marg, New Delhi - 110001, DELHI""",DELHI,79,2.1,Sample description for The Connaught,https://example.com/photo226
227,Hotel Vikram,"""Ring Road, Lajpat Nagar, New Delhi, DELHI""",DELHI,68,2.6,Sample description for Hotel Vikram,https://example.com/photo227
228,Lazylagoon Sarovar Portico Suites,"""(Unit of Aqua Resorts & Spa Pvt. Ltd.)Baga - Arpora, Bardez - 403518, GOA""",GOA,39,3.6,Sample description for Lazylagoon Sarovar Portico Suites,https://example.com/photo228
229,Sun Village Resort,"""SaquawadiBaga-Arpora Bardez, GOA""",GOA,135,4.3,Sample description for Sun Village Resort,https://example.com/photo229
230,WHISPERING PALMS BEACH RESORT,"""SINQUERIM BEACH, WADDICANDOLIM, BARDEZ-GOA, GOA""",GOA,197,4.3,Sample description for WHISPERING PALMS BEACH RESORT,https://example.com/photo230
231,The Metropole Hotel,"""(Unit of Majestic Projects Pvt. Ltd.)Near R.T.O. Circle, Subhash Bridge Corner, Ahmedabad - 380027, """,GUJARAT,70,1.2,Sample description for The Metropole Hotel,https://example.com/photo231
232,Hotel Fortune Palace,"""Near Digjam CircleAirport Road, Jamnagar - 361 008, GUJARAT""",GUJARAT,45,1.2,Sample description for Hotel Fortune Palace,https://example.com/photo232
233,Fortune Inn Haveli,"""Plot No. 235,Sector - 11, Gandhinagar, GUJARAT""",GUJARAT,84,4.6,Sample description for Fortune Inn Haveli,https://example.com/photo233
234,Hotel The Grand Bhagwati,"""Opp. GurudwaraBodakdev, S.G. Highway, Ahmedabad - 380 054, GUJARAT""",GUJARAT,37,1.1,Sample description for Hotel The Grand Bhagwati,https://example.com/photo234
235,Optus Sarovar Premiere Hotel,"""SCO 43-47Sector - 28, City Centre, Gurgaon - 122002, """,HARYANA,80,4.4,Sample description for Optus Sarovar Premiere Hotel,https://example.com/photo235
236,Park Premier,"""359-357Sector - 29, Gurgaon - 122 001, HARYANA""",HARYANA,94,3.2,Sample description for Park Premier,https://example.com/photo236
237,The Bella Vista,"""SM 8, City Centre,Sector 5, Panchkula, HARYANA""",HARYANA,49,4.0,Sample description for The Bella Vista,https://example.com/photo237
238,Fortune Select Global,"""2nd Floor, Global ArcadeM.G. Road, Gurgaon, HARYANA""",HARYANA,83,1.9,Sample description for Fortune Select Global,https://example.com/photo238
239,Courtyard By Marriott,"""Plot No. 27 BSector Road, Sushant Lok - 1, Sector - 27, Gurgaon - 122 002, HARYANA""",HARYANA,198,3.8,Sample description for Courtyard By Marriott,https://example.com/photo239
240,Fortune Park J.P.Celestial,"""No 5/43, Seshadri RoadNear Race Course Road, Bangalore-09, KARNATAKA""",KARNATAKA,130,1.2,Sample description for Fortune Park J.P.Celestial,https://example.com/photo240
241,The Gatwway Hotel - Chikmagalur,"""KM RoadJyothi Nagar, Chikmagalur - 577102, KARNATAKA""",KARNATAKA,29,2.9,Sample description for The Gatwway Hotel - Chikmagalur,https://example.com/photo241
242,Raj Residency,"""Near New bus standAlamipally, Kanhangad, KERALA""",KERALA,198,2.6,Sample description for Raj Residency,https://example.com/photo242
243,Hotel Maurya Rajadhani,"""Stat GL,Hospital Road Statue, Trivandrum, KERALA""",KERALA,39,1.5,Sample description for Hotel Maurya Rajadhani,https://example.com/photo243
244,Keys Hotels,"""Sy. No. 2863/1Opp. Fire & Rescue Services Housing Board junction, Trivandrum, KERALA""",KERALA,101,4.6,Sample description for Keys Hotels,https://example.com/photo244
245,Hotel Blue Nile,"""S.N. Park Road, Kannur - 670 001, KERALA""",KERALA,39,3.4,Sample description for Hotel Blue Nile,https://example.com/photo245
246,Hotel Amruthaa International,"""No. CC 41/2884St. Benedict Road, Ernakulam, Kochi - 682 018, KERALA""",KERALA,26,4.8,Sample description for Hotel Amruthaa International,https://example.com/photo246
247,Fragrant Nature Retreat and Resort Pvt. Ltd.,"""Building No. CPI/07-20A,Nedungolam P.O., Paravur, Kollam, KERALA""",KERALA,18,4.3,Sample description for Fragrant Nature Retreat and Resort Pvt. Ltd.,https://example.com/photo247
248,Hotel Presidency,"""Paramara Road Ernakulam Town, Kochi, KERALA""",KERALA,49,2.8,Sample description for Hotel Presidency,https://example.com/photo248
249,Hotel Raj Regency,"""Chelakkara road,Pazhayannur, Thrissur, KERALA""",KERALA,10,2.4,Sample description for Hotel Raj Regency,https://example.com/photo249
250,ATS Residency,"""Yakkara Branch RoadNear D.P Office, Palakkad, KERALA""",KERALA,20,1.9,Sample description for ATS Residency,https://example.com/photo250
251,The Royale Gardens,"""Nangiarkulangara P.O.Haripad - Alleppey District, Kerala - 690513, KERALA""",KERALA,34,2.4,Sample description for The Royale Gardens,https://example.com/photo251
252,Hotel Srivatsa Regency,"""Pittupeedika, Main Road,Koduvayur, Palakkad, KERALA""",KERALA,12,4.2,Sample description for Hotel Srivatsa Regency,https://example.com/photo252
253,Hotel Hills Park,"""Kumbazha Road,Pathanamthitta,District, Kerala, KERALA""",KERALA,15,2.0,Sample description for Hotel Hills Park,https://example.com/photo253
254,Neelamabari Suite,"""Villanchira,Thalakkodu P.O.Neriyamangalam, Ernakulam, KERALA""",KERALA,22,1.1,Sample description for Neelamabari Suite,https://example.com/photo254
255,Excalibur Hotels & Resorts,"""Carithas Junction,MC Road,Thellakon, Kottayam, KERALA""",KERALA,20,4.5,Sample description for Excalibur Hotels & Resorts,https://example.com/photo255
256,Raj Residency,"""Near New bus standAlamipally, Kanhangad, KERALA""",KERALA,198,3.2,Sample description for Raj Residency,https://example.com/photo256
257,Muthoot Cardamom County Resort,"""Kumily (PO)Thekkady, Idukki (Dist.) - 685536, KERALA""",KERALA,44,4.2,Sample description for Muthoot Cardamom County Resort,https://example.com/photo257
258,Hotel White Dammar International,"""Pappanamcode, Trivandrum - 695 018, KERALA""",KERALA,12,4.3,Sample description for Hotel White Dammar International,https://example.com/photo258
259,Hotel SP Grand Days,"""Panavila JnThycaud P.O., Thiruvananthapuram - 695014, KERALA""",KERALA,69,4.5,Sample description for Hotel SP Grand Days,https://example.com/photo259
260,Hotel Peninsula Park Residency,"""Motel and Resorts Pvt. Ltd.Parakode, Adoor, Pathanamthitta Dist., KERALA""",KERALA,20,1.8,Sample description for Hotel Peninsula Park Residency,https://example.com/photo260
261,Hotel Indraprastha,"""Pattazhi P.O.Pathanapuram, Kollam Dist.-691522, KERALA""",KERALA,14,1.9,Sample description for Hotel Indraprastha,https://example.com/photo261
262,Hotel Mangala Towers,"""Paliyam RoadNear Bus Stand, Thrissur - 680001, KERALA""",KERALA,24,3.4,Sample description for Hotel Mangala Towers,https://example.com/photo262
263,Hotel Soorya Regency,"""Calicut By-Pass RoadKavungal, Malappuram - 676505, KERALA""",KERALA,13,3.6,Sample description for Hotel Soorya Regency,https://example.com/photo263
264,Hotel Moonlit Regency,"""4, Lane JunctionVengallor Muvatupuzha Road, Thodupuzha Idukki District-685584, KERALA""",KERALA,22,4.3,Sample description for Hotel Moonlit Regency,https://example.com/photo264
265,Hotel Sky Pearl,"""Chovva, Kannur - 670006, KERALA""",KERALA,28,2.6,Sample description for Hotel Sky Pearl,https://example.com/photo265
266,The Royal Fort,"""Hospital JunctionKundara P.O., Kollam Dist. - 691501, KERALA""",KERALA,12,1.5,Sample description for The Royal Fort,https://example.com/photo266
267,Hotel Soorya Galaxy,"""(A Unit of Sreebala Divelopers & Hotel Pvt. Ltd.)13/158 A, Calicut Road, Cheruvannur, P.O. Feroke, Calicut - 673731, KERALA""",KERALA,12,3.6,Sample description for Hotel Soorya Galaxy,https://example.com/photo267
268,Cochin Seaport Hotel,"""Thekken MalipuramVypin, Cochin - 682 508, KERALA""",KERALA,25,1.5,Sample description for Cochin Seaport Hotel,https://example.com/photo268
269,The Avenue Regent,"""39/2026,M.G. Road, Kochi, KERALA""",KERALA,55,3.2,Sample description for The Avenue Regent,https://example.com/photo269
270,Spice Village,"""Thekkady - Kumily Road, Thekkady - 685536, KERALA""",KERALA,52,4.9,Sample description for Spice Village,https://example.com/photo270
271,Hotel Midhila Regency,"""Midhila Regncy Cherplassery Hotels Pvt.Ltd.Pattambi road, Cherpulassery Palakkad Dist., kerala, KERALA""",KERALA,10,4.5,Sample description for Hotel Midhila Regency,https://example.com/photo271
272,Hotel Soorya Swagat,"""Pudussery EastPalakkad, Walayar, KERALA""",KERALA,14,3.4,Sample description for Hotel Soorya Swagat,https://example.com/photo272
273,The Hotel Elegance,"""Karuvanchal POThalimapram, Kannur, KERALA""",KERALA,13,1.5,Sample description for The Hotel Elegance,https://example.com/photo273
274,K R Grand Residency,"""Parayil Market RoadKunnamkulam, Thrissur, KERALA""",KERALA,14,4.4,Sample description for K R Grand Residency,https://example.com/photo274
275,Hotel Dona Castle,"""(Unit of Sunny Jacob Builders & Developers Pvt. Ltd.)Kottamukku, Kollam, KERALA""",KERALA,31,2.0,Sample description for Hotel Dona Castle,https://example.com/photo275
276,Hotel Fairmont,"""S.H. Mount,M.C. Road, Kottayam, KERALA""",KERALA,30,3.8,Sample description for Hotel Fairmont,https://example.com/photo276
277,Hotel Anandha Inn Pvt. Ltd.,"""NO-154S.V PATEL ROAD, PONDICHERRY, KERALA""",KERALA,70,2.4,Sample description for Hotel Anandha Inn Pvt. Ltd.,https://example.com/photo277
278,Niya Regency,"""Elthuruth Junction,Chettupuzha P.O., Thrissur, KERALA""",KERALA,20,4.3,Sample description for Niya Regency,https://example.com/photo278
279,The South Park,"""(Unit of Kerala Hotels Pvt. Ltd.)M.G. Road, Trivandrum - 695 034, KERALA""",KERALA,82,3.3,Sample description for The South Park,https://example.com/photo279
280,Uday Samudra Leisure Beach Hotel,"""G.V.Raja Road,Samudra Beach Kovalam, Trivandrum, KERALA""",KERALA,50,1.4,Sample description for Uday Samudra Leisure Beach Hotel,https://example.com/photo280
281,SEASONS SERVICE APARTMENTS,"""S. NO-128/2/3/6/7/2/2/128/A1,SANEWADI AUNDH, PUNE, Malad, MAHARASHTRA""",MAHARASHTRA,46,3.5,Sample description for SEASONS SERVICE APARTMENTS,https://example.com/photo281
282,HOTEL BAWA INTERNATIONAL,"""NEHRU ROAD EXTN.NEAR DOMESTIC AIRPORT VILE PARLE (E), Mumbai, MAHARASHTRA""",MAHARASHTRA,76,2.7,Sample description for HOTEL BAWA INTERNATIONAL,https://example.com/photo282
283,Hotel Courtyard By Marriott,"""International Airport,CTS No. 215, Andheri Kurla Road, Andheri (East), Mumbai, MAHARASHTRA""",MAHARASHTRA,282,4.1,Sample description for Hotel Courtyard By Marriott,https://example.com/photo283
284,Hotel Midtown Pritam,"""DharamputraPritam Estate Dr.Ambedkar Road, Dadar T.T, Mumbai-400014, MAHARASHTRA""",MAHARASHTRA,60,4.5,Sample description for Hotel Midtown Pritam,https://example.com/photo284
285,Hotel Trident,"""C-56, G-Block,Bandra Kurla Complex, Mumbai, MAHARASHTRA""",MAHARASHTRA,436,4.2,Sample description for Hotel Trident,https://example.com/photo285
286,Hotel Tunga Regale,"""Plot No. 31, Phase IIMIDC, Central Road, Andheri (East), Mumbai - 400093, MAHARASHTRA""",MAHARASHTRA,54,3.9,Sample description for Hotel Tunga Regale,https://example.com/photo286
287,Ramee Guestline Hotel,"""Plot No. 3Kohinoor Road, Dadar (East), Mumbai - 400014, MAHARASHTRA""",MAHARASHTRA,58,3.0,Sample description for Ramee Guestline Hotel,https://example.com/photo287
288,"K. Raheja Corp. Pvt. Ltd. ""The Resort""","""11,Aksa Beach,Malad (West), Mumbai - 400 095, MAHARASHTRA""",MAHARASHTRA,94,4.7,"Sample description for K. Raheja Corp. Pvt. Ltd. ""The Resort""",https://example.com/photo288
